published_date,Date,title,link
2015-04-10T07:00:00+00:00,4/10/2015,What you need to know about buying the Apple W...,https://www.cnbc.com/2015/04/10/what-you-need-...
2015-04-10T07:00:00+00:00,4/10/2015,Apple is spending insane amounts of money on A...,https://fortune.com/2015/04/10/apple-watch-ads/
2015-04-10T07:00:00+00:00,4/10/2015,Drake shows up at Coachella wearing an Apple W...,https://appleinsider.com/articles/15/04/10/dra...
2015-04-11T07:00:00+00:00,4/11/2015,What It’s Like To Try Out The Apple Watch In-S...,https://techcrunch.com/2015/04/10/what-its-lik...
2015-04-13T07:00:00+00:00,4/13/2015,The 7 craziest Apple accessories - CNBC,https://www.cnbc.com/2015/04/13/the-7-craziest...
2015-04-13T07:00:00+00:00,4/13/2015,Apple previews revamped Music app with iOS 8.4...,https://9to5mac.com/2015/04/13/apple-launches-...
2015-04-13T07:00:00+00:00,4/13/2015,Apple Collects 15% of Revenue Generated From H...,https://www.macrumors.com/2015/04/13/apple-15-...
2015-04-13T07:00:00+00:00,4/13/2015,Best examples of Apple design details - Busine...,https://www.businessinsider.com/best-examples-...
2015-04-13T07:00:00+00:00,4/13/2015,Opinion: I’ve seen the future of Apple’s onlin...,https://9to5mac.com/2015/04/13/apple-stores-fu...
2015-04-13T07:00:00+00:00,4/13/2015,Nearly all Apple Watch retail try-ons are resu...,https://appleinsider.com/articles/15/04/13/nea...
2015-04-14T07:00:00+00:00,4/14/2015,Apple Acquires Israeli Camera Tech Company Lin...,https://www.macrumors.com/2015/04/14/apple-acq...
2015-04-14T07:00:00+00:00,4/14/2015,Struck gold: Comparing two Apple Watch Edition...,https://www.macworld.com/article/225309/struck...
2015-04-15T07:00:00+00:00,4/15/2015,"Apple's ResearchKit Targets Fitness, Healthcar...",https://www.informationweek.com/mobile/mobile-...
2015-04-15T07:00:00+00:00,4/15/2015,"Apple Watch: Consumers looking, not buying ......",https://www.cnbc.com/2015/04/15/apple-watch-co...
2015-04-15T07:00:00+00:00,4/15/2015,"From beaches to bridges, Apple has plenty of p...",https://appleinsider.com/articles/15/04/15/fro...
2015-04-15T07:00:00+00:00,4/15/2015,'Glide' Update Brings Video And Text Messaging...,https://www.macrumors.com/2015/04/15/glide-upd...
2015-04-15T07:00:00+00:00,4/15/2015,9 new Apple technologies for WWDC 2015 - Compu...,https://www.computerworld.com/article/2909745/...
2015-04-16T07:00:00+00:00,4/16/2015,IFTTT's 'Do Button' and 'Do Note' Coming to Ap...,https://www.macrumors.com/2015/04/16/do-button...
2015-04-16T07:00:00+00:00,4/16/2015,"Apple buys 36,000 acres of forest to create su...",https://appleinsider.com/articles/15/04/16/app...
2015-04-16T07:00:00+00:00,4/16/2015,Apple refuses to answer questions over 'homoph...,https://www.theguardian.com/technology/2015/ap...
2015-04-17T07:00:00+00:00,4/17/2015,"Banking on Apple Watch Will Be Limited, for No...",https://www.nytimes.com/2015/04/17/your-money/...
2015-04-18T07:00:00+00:00,4/18/2015,How to enable Apple's Handoff feature between ...,https://appleinsider.com/articles/15/04/18/how...
2015-04-18T07:00:00+00:00,4/18/2015,Here's what you can do on the Apple Watch with...,https://www.cnet.com/tech/mobile/apple-watch-w...
2015-04-20T07:00:00+00:00,4/20/2015,"Apple: ""We don't want to debate climate change...",https://www.theverge.com/2015/4/20/8456211/app...
2015-04-20T07:00:00+00:00,4/20/2015,YouTube App No Longer Available on Older Apple...,https://www.macrumors.com/2015/04/20/youtube-o...
2015-04-20T07:00:00+00:00,4/20/2015,Beyonce seen sporting Apple Watch Edition with...,https://appleinsider.com/articles/15/04/20/bey...
2015-04-20T07:00:00+00:00,4/20/2015,Google to discontinue YouTube support on older...,https://appleinsider.com/articles/15/04/20/goo...
2015-04-20T07:00:00+00:00,4/20/2015,Apple touts its environmental bona fides in ne...,https://appleinsider.com/articles/15/04/20/app...
2015-04-21T07:00:00+00:00,4/21/2015,Apple is also transforming air travel - Comput...,https://www.computerworld.com/article/2912435/...
2015-04-21T07:00:00+00:00,4/21/2015,Apple Watch News Apps Bring At-a-Glance Headli...,https://www.macrumors.com/2015/04/21/apple-wat...
2015-04-22T07:00:00+00:00,4/22/2015,'Things' for Apple Watch Puts Task Accomplishm...,https://www.macrumors.com/2015/04/22/things-fo...
2015-04-22T07:00:00+00:00,4/22/2015,Apple to Offer Band Only Exchanges for Apple W...,https://www.macrumors.com/2015/04/22/apple-ban...
2015-04-23T07:00:00+00:00,4/23/2015,Apple launches Watch App Store and online User...,https://appleinsider.com/articles/15/04/23/app...
2015-04-23T07:00:00+00:00,4/23/2015,Apple says working on Apple Watch preorders in...,https://appleinsider.com/articles/15/04/23/app...
2015-04-23T07:00:00+00:00,4/23/2015,First Impressions of Apple Watch: Incredibly C...,https://www.macrumors.com/2015/04/23/first-imp...
2015-04-23T07:00:00+00:00,4/23/2015,"Apple Watch runs 'most' of iOS 8.2, may use A5...",https://appleinsider.com/articles/15/04/23/app...
2015-04-23T07:00:00+00:00,4/23/2015,7 apps new Apple Watch owners should download ...,https://venturebeat.com/2015/04/23/7-apps-new-...
2015-04-23T07:00:00+00:00,4/23/2015,Customers Lining Up At Boutiques Carrying Appl...,https://www.macrumors.com/2015/04/23/customers...
2015-04-23T07:00:00+00:00,4/23/2015,Apple Shares List of Must-Have Apps as Apple W...,https://www.macrumors.com/2015/04/23/apple-wat...
2015-04-24T07:00:00+00:00,4/24/2015,Apple Watch Battery Designed to Last 1000 Comp...,https://www.macrumors.com/2015/04/24/apple-wat...
2015-04-24T07:00:00+00:00,4/24/2015,Apple debuts three new ads showing Apple Watch...,https://appleinsider.com/articles/15/04/24/app...
2015-04-24T07:00:00+00:00,4/24/2015,The 9 best apps for Apple Watch you can get ri...,https://www.theverge.com/2015/4/24/8489201/bes...
2015-04-24T07:00:00+00:00,4/24/2015,Say Hello To The Apple Watch - TechCrunch,https://techcrunch.com/2015/04/23/say-hello-to...
2015-04-24T07:00:00+00:00,4/24/2015,The Apple watch isn’t just going to change con...,https://fortune.com/2015/04/24/apple-watch-con...
2015-04-24T07:00:00+00:00,4/24/2015,Apple Outlines Types of Apple Watch Damage Eli...,https://www.macrumors.com/2015/04/24/apple-wat...
2015-04-24T07:00:00+00:00,4/24/2015,Apple arranges online Personal Setup sessions ...,https://appleinsider.com/articles/15/04/24/app...
2015-04-26T07:00:00+00:00,4/26/2015,11 Things About The Apple Watch That May Surpr...,https://readwrite.com/2015/04/26/apple-watch-w...
2015-04-27T07:00:00+00:00,4/27/2015,Apple Reports Record Second Quarter Results - ...,https://www.apple.com/newsroom/2015/04/27Apple...
2015-04-27T07:00:00+00:00,4/27/2015,"Apple Watch Tips and Hidden Features: Handoff,...",https://www.macrumors.com/2015/04/28/apple-wat...
2015-04-27T07:00:00+00:00,4/27/2015,Apple Expands Capital Return Program to $200 B...,https://www.apple.com/newsroom/2015/04/27Apple...
2015-04-27T07:00:00+00:00,4/27/2015,"Apple Boasts Over 3,500 Apple Watch Apps Alrea...",https://techcrunch.com/2015/04/27/apple-boasts...
2015-04-27T07:00:00+00:00,4/27/2015,Why Apple’s Watch could call time on its share...,https://www.cnbc.com/2015/04/27/apple-earnings...
2015-04-28T07:00:00+00:00,4/28/2015,5 surprising tips for Apple’s new Photos app -...,https://www.macworld.com/article/225404/5-surp...
2015-04-28T07:00:00+00:00,4/28/2015,Apple Watch: What Can It Do for Clinicians? - ...,https://www.empr.com/home/features/apple-watch...
2015-04-28T07:00:00+00:00,4/28/2015,Apple Watch review: beautiful hardware spoiled...,https://www.theguardian.com/technology/2015/ap...
2015-04-28T07:00:00+00:00,4/28/2015,A closer look at Microsoft's Apple Watch apps ...,https://www.theverge.com/2015/4/28/8508445/mic...
2015-04-28T07:00:00+00:00,4/28/2015,How to turn off the useless notification sound...,https://www.theverge.com/2015/4/28/8508129/app...
2015-04-29T07:00:00+00:00,4/29/2015,For buyers of multiple Apple devices it's all ...,https://www.zdnet.com/article/for-buyers-of-mu...
2015-04-29T07:00:00+00:00,4/29/2015,12 things I don’t like about the Apple Watch -...,https://venturebeat.com/2015/04/29/12-things-i...
2015-04-29T07:00:00+00:00,4/29/2015,Apple Watch Review - TechCrunch,https://techcrunch.com/2015/04/29/apple-watch-...
2015-04-30T07:00:00+00:00,4/30/2015,Apple Watch costs under $85 to make - ZDNet,https://www.zdnet.com/article/apple-watch-cost...
2015-04-30T07:00:00+00:00,4/30/2015,Apple to aid Japan's elderly with iPads in lat...,https://appleinsider.com/articles/15/04/30/app...
2015-04-30T07:00:00+00:00,4/30/2015,Apple Watch review: a status symbol for iOS de...,https://www.engadget.com/2015-04-30-apple-watc...
2015-04-30T07:00:00+00:00,4/30/2015,Teardown shows Apple Watch S1 chip has custom ...,https://appleinsider.com/articles/15/04/30/tea...
2015-05-01T07:00:00+00:00,5/1/2015,Apple Watch Parts Not So Pricey - InformationWeek,https://www.informationweek.com/mobile-devices...
2015-05-01T07:00:00+00:00,5/1/2015,"With Elder-Support Service, Apple Moves Deeper...",https://www.fastcompany.com/3045800/with-elder...
2015-05-01T07:00:00+00:00,5/1/2015,Apple confirms that tattoos are a problem for ...,https://www.theverge.com/2015/5/1/8528909/appl...
2015-05-01T07:00:00+00:00,5/1/2015,Apple Confirms Tattoos Can Affect Apple Watch’...,https://techcrunch.com/2015/05/01/apple-confir...
2015-05-02T07:00:00+00:00,5/2/2015,What would it take to take Apple private? - Ap...,https://appleinsider.com/articles/15/05/02/wha...
2015-05-02T07:00:00+00:00,5/2/2015,How to manage Glances on the Apple Watch - App...,https://appleinsider.com/articles/15/05/02/how...
2015-05-03T07:00:00+00:00,5/3/2015,Apple Rebuilds Siri Backend Services Using Apa...,https://www.infoq.com/news/2015/05/mesos-power...
2015-05-04T07:00:00+00:00,5/4/2015,Apple Watch's hidden port can reportedly be us...,https://www.theverge.com/2015/5/4/8543033/appl...
2015-05-04T07:00:00+00:00,5/4/2015,Apple TV Remote Expected to Add Touch Pad in R...,https://www.nytimes.com/2015/05/05/technology/...
2015-05-04T07:00:00+00:00,5/4/2015,Apple pushing music labels to kill free Spotif...,https://www.theverge.com/2015/5/4/8540935/appl...
2015-05-04T07:00:00+00:00,5/4/2015,YouTube app vanishes from older Apple TV model...,https://appleinsider.com/articles/15/05/04/you...
2015-05-04T07:00:00+00:00,5/4/2015,Apple Hires New General Contractor for Apple C...,https://www.macrumors.com/2015/05/04/apple-cam...
2015-05-05T07:00:00+00:00,5/5/2015,Apple and Microsoft's visions for the future a...,https://www.theverge.com/2015/5/5/8550321/appl...
2015-05-05T07:00:00+00:00,5/5/2015,Everything you can do with Force Touch on Appl...,https://www.macworld.com/article/225441/everyt...
2015-05-05T07:00:00+00:00,5/5/2015,Home Depot to Officially Support Apple Pay Fol...,https://www.macrumors.com/2015/05/05/home-depo...
2015-05-05T07:00:00+00:00,5/5/2015,"Home Depot announces future Apple Pay support,...",https://appleinsider.com/articles/15/05/05/hom...
2015-05-05T07:00:00+00:00,5/5/2015,Apple Has Plans for Your DNA - MIT Technology ...,https://www.technologyreview.com/2015/05/05/16...
2015-05-05T07:00:00+00:00,5/5/2015,Apple Details Its ‘Made For Apple Watch’ Third...,https://techcrunch.com/2015/05/05/apple-detail...
2015-05-05T07:00:00+00:00,5/5/2015,Apple reportedly having problems inking last-m...,https://www.theverge.com/2015/5/5/8555401/appl...
2015-05-05T07:00:00+00:00,5/5/2015,"Home Depot Quietly Drops Apple Pay, But Servic...",https://www.macrumors.com/2015/05/05/home-depo...
2015-05-05T07:00:00+00:00,5/5/2015,Volkswagen Debuts Connected Car App on Apple W...,https://www.macrumors.com/2015/05/05/volkswage...
2015-05-05T07:00:00+00:00,5/5/2015,CBS Sports and USA NOW Channels Now Available ...,https://www.macrumors.com/2015/05/05/apple-tv-...
2015-05-06T07:00:00+00:00,5/6/2015,Could Apple become its own cellular carrier? -...,https://www.macworld.com/article/225446/could-...
2015-05-06T07:00:00+00:00,5/6/2015,"Apple MacBook Air (13-inch, 2015) review: Appl...",https://www.cnet.com/reviews/apple-macbook-air...
2015-05-06T07:00:00+00:00,5/6/2015,Apple Preparing In-Store Pickup Option for App...,https://www.macrumors.com/2015/05/06/apple-pre...
2015-05-06T07:00:00+00:00,5/6/2015,Apple Confirms 'Applebot' as In-House Web Craw...,https://www.macrumors.com/2015/05/06/applebot-...
2015-05-06T07:00:00+00:00,5/6/2015,How to use Apple Pay on the Apple Watch - Macw...,https://www.macworld.com/article/225458/how-to...
2015-05-06T07:00:00+00:00,5/6/2015,Everything you need to know about Apple Airdro...,https://www.techrepublic.com/article/everythin...
2015-05-06T07:00:00+00:00,5/6/2015,Lonely Apple Watch Owners Find Strangers With ...,https://abcnews.go.com/Technology/lonely-apple...
2015-05-06T07:00:00+00:00,5/6/2015,Apple confirms existence of Applebot web crawl...,https://www.zdnet.com/article/apple-confirms-e...
2015-05-07T07:00:00+00:00,5/7/2015,Apple cash reserves greater than those held by...,https://appleinsider.com/articles/15/05/07/app...
2015-05-07T07:00:00+00:00,5/7/2015,Analysis of Apple Watch's S1 chip reveals 30 i...,https://appleinsider.com/articles/15/05/07/ana...
2015-05-08T07:00:00+00:00,5/8/2015,Apple Pay: Quiet Success Or Murky Failure? - I...,https://www.informationweek.com/mobile/mobile-...
2015-05-08T07:00:00+00:00,5/8/2015,It’s finally here: Unboxing the Apple Watch - ...,https://www.geekwire.com/2015/its-finally-here...
2015-05-10T07:00:00+00:00,5/10/2015,Apple Watch: A Test Run for Travelers - The Ne...,https://www.nytimes.com/2015/05/10/travel/appl...
2015-05-11T07:00:00+00:00,5/11/2015,Apple Announces New Environmental Initiatives ...,https://www.apple.com/newsroom/2015/05/11Apple...
2015-05-11T07:00:00+00:00,5/11/2015,Apple CEO Tim Cook expands social media presen...,https://appleinsider.com/articles/15/05/11/app...
2015-05-11T07:00:00+00:00,5/11/2015,The Apple Watch and our cyborg future - Comput...,https://www.computerworld.com/article/2920305/...
2015-05-12T07:00:00+00:00,5/12/2015,How to Lose Friends and Alienate People: Apple...,https://www.newsweek.com/how-lose-friends-and-...
2015-05-12T07:00:00+00:00,5/12/2015,Rare limited edition Apple products you didn't...,https://www.businessinsider.com/rare-limited-e...
2015-05-12T07:00:00+00:00,5/12/2015,Can a stolen Apple Watch be hacked? - Business...,https://www.businessinsider.com/can-a-stolen-a...
2015-05-12T07:00:00+00:00,5/12/2015,Apple's next-gen 'iPhone 6s' to come in rose g...,https://appleinsider.com/articles/15/05/12/app...
2015-05-12T07:00:00+00:00,5/12/2015,Forget the Apple Watch. Apple’s Next Biggest T...,https://www.jdsupra.com/legalnews/forget-the-a...
2015-05-13T07:00:00+00:00,5/13/2015,How to add Apple's logo to your Apple Watch cl...,https://appleinsider.com/articles/15/05/13/how...
2015-05-13T07:00:00+00:00,5/13/2015,Apple and A123 Systems Nearing Settlement in B...,https://www.macrumors.com/2015/05/13/apple-a12...
2015-05-14T07:00:00+00:00,5/14/2015,'Pennies' for Apple Watch Makes Budgeting Your...,https://www.macrumors.com/2015/05/14/pennies-f...
2015-05-14T07:00:00+00:00,5/14/2015,"Apple should improve Apple Watch's security, b...",https://www.macworld.com/article/225505/apple-...
2015-05-14T07:00:00+00:00,5/14/2015,iForest: Apple gets into forest conservation i...,https://www.theguardian.com/sustainable-busine...
2015-05-14T07:00:00+00:00,5/14/2015,How to steal an Apple Watch - Fortune,https://fortune.com/2015/05/14/how-to-steal-an...
2015-05-14T07:00:00+00:00,5/14/2015,Exclusive: Apple delays HomeKit launch for som...,https://fortune.com/2015/05/14/apple-delays-ho...
2015-05-14T07:00:00+00:00,5/14/2015,Concerns raised over Apple Watch’s lack of the...,https://www.theguardian.com/technology/2015/ma...
2015-05-15T07:00:00+00:00,5/15/2015,Apple Raises iCloud Contacts Limit to 50000 - ...,https://www.macrumors.com/2015/05/15/icloud-co...
2015-05-15T07:00:00+00:00,5/15/2015,"30 days later, I’m returning my Apple Watch (f...",https://venturebeat.com/2015/05/15/30-days-lat...
2015-05-15T07:00:00+00:00,5/15/2015,Some Trader Joe's Stores Accepting Contactless...,https://www.macrumors.com/2015/05/15/trader-jo...
2015-05-17T07:00:00+00:00,5/17/2015,Apple Appears to Have Acquired GPS Firm Cohere...,https://www.macrumors.com/2015/05/17/apple-coh...
2015-05-18T07:00:00+00:00,5/18/2015,Court rules anyone can copy the iPhone's desig...,https://money.cnn.com/2015/05/18/technology/ap...
2015-05-18T07:00:00+00:00,5/18/2015,Apple Working on 'Find My Watch' and Third-Par...,https://www.macrumors.com/2015/05/18/apple-wat...
2015-05-18T07:00:00+00:00,5/18/2015,"Rumor: Apple to update 15"" MacBook Pro, 27"" iM...",https://appleinsider.com/articles/15/05/18/rum...
2015-05-19T07:00:00+00:00,5/19/2015,Apple Introduces 15-inch MacBook Pro with Forc...,https://www.apple.com/newsroom/2015/05/19Apple...
2015-05-19T07:00:00+00:00,5/19/2015,Apple can't quit making expensive docks for yo...,https://www.theverge.com/2015/5/19/8624855/app...
2015-05-19T07:00:00+00:00,5/19/2015,Clothing retailer Express now accepting Apple ...,https://appleinsider.com/articles/15/05/19/clo...
2015-05-19T07:00:00+00:00,5/19/2015,Gene Munster Faces the Prospect of No Apple Te...,https://www.macrumors.com/2015/05/19/gene-muns...
2015-05-19T07:00:00+00:00,5/19/2015,Apple Releases First Apple Watch Software Upda...,https://www.macrumors.com/2015/05/19/apple-rel...
2015-05-19T07:00:00+00:00,5/19/2015,Apple Watch: It Will Change The Way We Work… -...,https://www.linkedin.com/pulse/apple-watch-cha...
2015-05-19T07:00:00+00:00,5/19/2015,Apple Pay troubleshooting tips and tricks - Te...,https://www.techrepublic.com/article/apple-pay...
2015-05-19T07:00:00+00:00,5/19/2015,A Quick Guide to Setting Up Your Apple Watch -...,https://www.pastemagazine.com/tech/apple-watch...
2015-05-20T07:00:00+00:00,5/20/2015,Photos Reveal Secrets Behind Apple Watch Retai...,https://www.macrumors.com/2015/05/20/apple-wat...
2015-05-20T07:00:00+00:00,5/20/2015,Apple Rejects 'Breaking' App Due to One Small ...,https://www.macrumors.com/2015/05/20/apple-rej...
2015-05-20T07:00:00+00:00,5/20/2015,Apple starts advertising Watch as part of conn...,https://appleinsider.com/articles/15/05/20/app...
2015-05-21T07:00:00+00:00,5/21/2015,Regent Street Apple Store to undergo major ren...,https://appleinsider.com/articles/15/05/21/reg...
2015-05-21T07:00:00+00:00,5/21/2015,Apple Watch sales to reach 36 million in first...,https://www.cnet.com/tech/mobile/apple-watch-s...
2015-05-21T07:00:00+00:00,5/21/2015,Apple's online store outs Touch ID-equipped iP...,https://appleinsider.com/articles/15/05/21/app...
2015-05-21T07:00:00+00:00,5/21/2015,Here’s the real scoop on Apple Watch demand - ...,https://fortune.com/2015/05/21/heres-the-real-...
2015-05-22T07:00:00+00:00,5/22/2015,Apple Watch Orders Estimated to Average 30000 ...,https://www.macrumors.com/2015/05/22/apple-wat...
2015-05-22T07:00:00+00:00,5/22/2015,Apple Store app updated with two-step authenti...,https://appleinsider.com/articles/15/05/22/app...
2015-05-22T07:00:00+00:00,5/22/2015,How Apple's court-appointed monitor became Cup...,https://www.theverge.com/2015/5/22/8639999/app...
2015-05-23T07:00:00+00:00,5/23/2015,Apple Maps in China offer a sneak peek at what...,https://appleinsider.com/articles/15/05/23/app...
2015-05-25T07:00:00+00:00,5/25/2015,Apple vs. Lenovo: Lenovo's Coming-Out Party - ...,https://www.technewsworld.com/story/apple-vs-l...
2015-05-26T07:00:00+00:00,5/26/2015,Apple Replaces Problematic 'Discoveryd' Proces...,https://www.macrumors.com/2015/05/26/apple-dis...
2015-05-26T07:00:00+00:00,5/26/2015,The details of how and why Apple keys glow - B...,https://www.businessinsider.com/the-details-of...
2015-05-27T07:00:00+00:00,5/27/2015,Apple Store App Gains Postmates Integration Wi...,https://www.macrumors.com/2015/05/27/apple-sto...
2015-05-28T07:00:00+00:00,5/28/2015,Apple Acquires Augmented Reality Company Metai...,https://techcrunch.com/2015/05/28/apple-metaio/
2015-05-28T07:00:00+00:00,5/28/2015,"Apple Offers Temporary Fix for iOS Text Bug, S...",https://www.macrumors.com/2015/05/28/apple-tem...
2015-05-28T07:00:00+00:00,5/28/2015,Apple Store in Upper East Side of Manhattan Op...,https://www.macrumors.com/2015/05/28/apple-sto...
2015-05-28T07:00:00+00:00,5/28/2015,Get same-day delivery on Apple Store products ...,https://www.macworld.com/article/225593/get-sa...
2015-05-29T07:00:00+00:00,5/29/2015,Apple Acknowledges Disastrous iPhone Messages ...,https://www.forbes.com/sites/amitchowdhry/2015...
2015-05-29T07:00:00+00:00,5/29/2015,Apple's Upper East Side store in Manhattan to ...,https://appleinsider.com/articles/15/05/29/app...
2015-05-29T07:00:00+00:00,5/29/2015,Apple Continues to Provide Top-Rated Tech Supp...,https://www.macrumors.com/2015/05/29/apple-top...
2015-05-29T07:00:00+00:00,5/29/2015,Apple publishes recovery instructions for bug ...,https://www.theguardian.com/technology/2015/ma...
2015-05-30T07:00:00+00:00,5/30/2015,"Apple I discarded as junk sells for $200,000; ...",https://www.mercurynews.com/2015/05/30/apple-i...
2015-05-30T07:00:00+00:00,5/30/2015,Apple says sporadic Apple Watch heart rate rea...,https://www.theverge.com/2015/5/30/8691513/app...
2015-05-31T07:00:00+00:00,5/31/2015,Metaio acquisition brings Apple's PrimeSense p...,https://appleinsider.com/articles/15/05/31/met...
2015-05-31T07:00:00+00:00,5/31/2015,"Apple reportedly wooing Drake, Pharrell, David...",https://appleinsider.com/articles/15/05/31/app...
2015-05-31T07:00:00+00:00,5/31/2015,Apple in talks to sign Drake as iTunes Radio g...,https://nypost.com/2015/05/31/apple-in-talks-t...
2015-05-31T07:00:00+00:00,5/31/2015,Mystery woman throws away vintage Apple comput...,https://www.washingtonpost.com/news/morning-mi...
2015-05-31T07:00:00+00:00,5/31/2015,Is Apple building a YouTube killer? The rumor ...,https://venturebeat.com/2015/05/31/is-apple-bu...
2015-06-01T07:00:00+00:00,6/1/2015,How many apple varieties are too many? - Good ...,https://www.goodfruit.com/how-many-apple-varie...
2015-06-01T07:00:00+00:00,6/1/2015,10 Reasons Apple Should Get Into The Car Busin...,https://www.forbes.com/sites/joannmuller/2015/...
2015-06-01T07:00:00+00:00,6/1/2015,Why Is Almost No One Using Apple Pay? - Forbes,https://www.forbes.com/sites/quickerbettertech...
2015-06-02T07:00:00+00:00,6/2/2015,Watch is Apple's most successful product launc...,https://money.cnn.com/2015/06/01/technology/ap...
2015-06-02T07:00:00+00:00,6/2/2015,Apple’s Tim Cook Delivers Blistering Speech On...,https://techcrunch.com/2015/06/02/apples-tim-c...
2015-06-02T07:00:00+00:00,6/2/2015,The first products for Apple's HomeKit are ava...,https://www.theverge.com/2015/6/2/8701537/home...
2015-06-02T07:00:00+00:00,6/2/2015,Apple may have a 2-in-1 in the works - Compute...,https://www.computerworld.com/article/2929856/...
2015-06-03T07:00:00+00:00,6/3/2015,Apple to Unveil Tool Kit for Watch App Develop...,https://www.nytimes.com/2015/06/05/technology/...
2015-06-03T07:00:00+00:00,6/3/2015,Take control of your Apple Watch notifications...,https://www.macworld.com/article/225620/get-co...
2015-06-03T07:00:00+00:00,6/3/2015,Important Notice for Beats Pill XL Customers -...,https://www.apple.com/newsroom/2015/06/03Impor...
2015-06-04T07:00:00+00:00,6/4/2015,Apple Watch Arrives in Seven More Countries Ju...,https://www.apple.com/newsroom/2015/06/04Apple...
2015-06-05T07:00:00+00:00,6/5/2015,Apple Store No Longer Sells iPhone With 2-Year...,https://www.macrumors.com/2015/06/05/apple-sto...
2015-06-05T07:00:00+00:00,6/5/2015,Why your favorite stores still don't support A...,https://www.macworld.com/article/225651/why-yo...
2015-06-05T07:00:00+00:00,6/5/2015,Apple's 12 most important WWDC moments - Compu...,https://www.computerworld.com/article/2931293/...
2015-06-05T07:00:00+00:00,6/5/2015,"In Partnership With Postmates, Apple Expands S...",https://techcrunch.com/2015/06/05/in-partnersh...
2015-06-06T07:00:00+00:00,6/6/2015,Why has Apple spawned so few startups? - The M...,https://www.mercurynews.com/2015/06/06/why-has...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Announces News App for iPhone & iPad - A...,https://www.apple.com/newsroom/2015/06/08Apple...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Pay Giving Shoppers Even More Ways to Pa...,https://www.apple.com/newsroom/2015/06/08Apple...
2015-06-08T07:00:00+00:00,6/8/2015,Introducing Apple Music — All The Ways You Lov...,https://www.apple.com/newsroom/2015/06/08Intro...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Pay Coming to the UK - Apple,https://www.apple.com/newsroom/2015/06/08Apple...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Announces OS X El Capitan with Refined E...,https://www.apple.com/newsroom/2015/06/08Apple...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Previews iOS 9 - Apple,https://www.apple.com/newsroom/2015/06/08Apple...
2015-06-08T07:00:00+00:00,6/8/2015,"For news organizations, this was the most impo...",https://www.niemanlab.org/2015/06/for-news-org...
2015-06-08T07:00:00+00:00,6/8/2015,Apple iPad Gets Split-Screen Multitasking In i...,https://techcrunch.com/2015/06/08/apple-ipad-g...
2015-06-08T07:00:00+00:00,6/8/2015,Apple: News app delivers the stories you want ...,https://www.cnet.com/tech/tech-industry/apple-...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Announces 'Apple Music' With 'Beats 1' L...,https://www.macrumors.com/2015/06/08/apple-ann...
2015-06-08T07:00:00+00:00,6/8/2015,"Apple Announces Proactive Assistant, Its Googl...",https://techcrunch.com/2015/06/08/apple-announ...
2015-06-08T07:00:00+00:00,6/8/2015,Apple made an Android app that helps people sw...,https://www.theverge.com/2015/6/8/8748113/appl...
2015-06-08T07:00:00+00:00,6/8/2015,Apple replaces Passbook with Wallet as Apple P...,https://www.macworld.com/article/225653/apple-...
2015-06-08T07:00:00+00:00,6/8/2015,Apple varieties from A to Z - Good Fruit Grower,https://www.goodfruit.com/new-apple-varieties-...
2015-06-08T07:00:00+00:00,6/8/2015,"Apple announces its streaming music service, A...",https://www.theverge.com/2015/6/8/8729481/appl...
2015-06-08T07:00:00+00:00,6/8/2015,Apple confirms native apps coming to Apple Wat...,https://www.theguardian.com/technology/2015/ju...
2015-06-08T07:00:00+00:00,6/8/2015,Apple finally presses play on music-streaming ...,https://www.theguardian.com/technology/2015/ju...
2015-06-08T07:00:00+00:00,6/8/2015,Apple iOS 9 to give four extra hours of iPhone...,https://www.theguardian.com/technology/2015/ju...
2015-06-08T07:00:00+00:00,6/8/2015,Apple Streaming Music Service Launches June 30...,https://techcrunch.com/2015/06/08/apple-stream...
2015-06-08T07:00:00+00:00,6/8/2015,"Apple WWDC 2015: Apple Music, iPhone, iPad, Ap...",https://www.cbsnews.com/news/apple-wwdc-2015-i...
2015-06-08T07:00:00+00:00,6/8/2015,"Apple to Discontinue Newsstand, Launch Free Fl...",https://www.macrumors.com/2015/06/08/newsstand...
2015-06-08T07:00:00+00:00,6/8/2015,Apple shows off iPad split-screen multitasking...,https://www.theverge.com/2015/6/8/8737639/appl...
2015-06-08T07:00:00+00:00,6/8/2015,Apple's App Store has passed 100 billion app d...,https://www.theverge.com/2015/6/8/8739611/appl...
2015-06-08T07:00:00+00:00,6/8/2015,iOS 9 brings public transit directions to Appl...,https://www.theverge.com/2015/6/8/8731953/ios-...
2015-06-08T07:00:00+00:00,6/8/2015,"With iOS 9, Apple's HealthKit will finally tra...",https://www.theverge.com/2015/6/8/8733043/appl...
2015-06-09T07:00:00+00:00,6/9/2015,Apple catching up - Business Insider,https://www.businessinsider.com/apple-catching...
2015-06-09T07:00:00+00:00,6/9/2015,How Apple spent yesterday playing ‘catch up’ -...,https://www.cnbc.com/2015/06/09/apple-music-io...
